ID,Name,State,Year,Month,Precipitation,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-083,Santa Barbara County,California,2022,May,0.01,-0.4,12,0.41
CA-085,Santa Clara County,California,2022,May,0.03,-0.63,19,0.66
CA-087,Santa Cruz County,California,2022,May,0.01,-0.81,6,0.82
CA-089,Shasta County,California,2022,May,0.43,-1.6,17,2.03
CA-091,Sierra County,California,2022,May,0.62,-1.55,19,2.17
CA-093,Siskiyou County,California,2022,May,1.11,-0.86,39,1.97
CA-095,Solano County,California,2022,May,0.05,-0.5,28,0.55
CA-097,Sonoma County,California,2022,May,0.19,-0.95,33,1.14
CA-099,Stanislaus County,California,2022,May,0.01,-0.45,10,0.46
CA-101,Sutter County,California,2022,May,0.06,-0.59,22,0.65
CA-103,Tehama County,California,2022,May,0.25,-1.28,17,1.53
CA-105,Trinity County,California,2022,May,1.01,-1.18,39,2.19
CA-107,Tulare County,California,2022,May,0,-0.85,1,0.85
CA-109,Tuolumne County,California,2022,May,0.29,-1.57,12,1.86
CA-111,Ventura County,California,2022,May,0.01,-0.4,7,0.41
CA-113,Yolo County,California,2022,May,0.04,-0.55,23,0.59
CA-115,Yuba County,California,2022,May,0.24,-1.19,21,1.43
CA-001,Alameda County,California,2022,June,0.07,-0.07,81,0.14
CA-003,Alpine County,California,2022,June,0.58,-0.25,64,0.83
CA-005,Amador County,California,2022,June,0.47,-0.01,86,0.48
CA-007,Butte County,California,2022,June,1.26,0.63,109,0.63
CA-009,Calaveras County,California,2022,June,0.25,-0.16,76,0.41
CA-011,Colusa County,California,2022,June,0.4,0.11,93,0.29
CA-013,Contra Costa County,California,2022,June,0.09,-0.04,88,0.13
CA-015,Del Norte County,California,2022,June,3.53,2.02,118,1.51
CA-017,El Dorado County,California,2022,June,0.91,0.16,89,0.75
CA-019,Fresno County,California,2022,June,0.05,-0.16,51,0.21
CA-021,Glenn County,California,2022,June,0.5,0.09,88,0.41
CA-023,Humboldt County,California,2022,June,1.55,0.66,98,0.89
CA-025,Imperial County,California,2022,June,0,-0.01,1,0.01
CA-027,Inyo County,California,2022,June,0.09,-0.02,87,0.11
CA-029,Kern County,California,2022,June,0.17,0.11,113,0.06
CA-031,Kings County,California,2022,June,0.05,0.01,99,0.04
CA-033,Lake County,California,2022,June,0.66,0.25,103,0.41
CA-035,Lassen County,California,2022,June,1.48,0.44,101,1.04
CA-037,Los Angeles County,California,2022,June,0.13,0.07,112,0.06
CA-039,Madera County,California,2022,June,0.02,-0.26,25,0.28
CA-041,Marin County,California,2022,June,0.56,0.31,108,0.25
CA-043,Mariposa County,California,2022,June,0.08,-0.32,40,0.4
CA-045,Mendocino County,California,2022,June,1.07,0.57,107,0.5
CA-047,Merced County,California,2022,June,0.01,-0.06,74,0.07
CA-049,Modoc County,California,2022,June,1.27,0.19,92,1.08
CA-051,Mono County,California,2022,June,0.07,-0.43,23,0.5
CA-053,Monterey County,California,2022,June,0.07,-0,87,0.07
CA-055,Napa County,California,2022,June,0.29,0.07,98,0.23
CA-057,Nevada County,California,2022,June,1.39,0.6,105,0.79
CA-059,Orange County,California,2022,June,0.06,0,106,0.06
CA-061,Placer County,California,2022,June,1.02,0.31,92,0.71
CA-063,Plumas County,California,2022,June,1.27,0.34,94,0.93
CA-065,Riverside County,California,2022,June,0.04,0.01,111,0.03
CA-067,Sacramento County,California,2022,June,0.16,-0.01,88,0.17
CA-069,San Benito County,California,2022,June,0.17,0.1,111,0.07
CA-071,San Bernardino County,California,2022,June,0.04,-0.01,88,0.05
CA-073,San Diego County,California,2022,June,0.02,-0.04,76,0.06
CA-075,San Francisco County,California,2022,June,0.36,0.16,107,0.2
CA-077,San Joaquin County,California,2022,June,0.07,-0.04,83,0.11
CA-079,San Luis Obispo County,California,2022,June,0,-0.04,1,0.04
CA-081,San Mateo County,California,2022,June,0.12,-0.09,82,0.21
CA-083,Santa Barbara County,California,2022,June,0,-0.04,1,0.04
CA-085,Santa Clara County,California,2022,June,0.02,-0.12,55,0.14
CA-087,Santa Cruz County,California,2022,June,0.06,-0.15,69,0.21
CA-089,Shasta County,California,2022,June,1.14,0.15,84,0.99
CA-091,Sierra County,California,2022,June,1.61,0.72,105,0.89
CA-093,Siskiyou County,California,2022,June,1.17,0.08,84,1.09
CA-095,Solano County,California,2022,June,0.17,0.03,96,0.14
CA-097,Sonoma County,California,2022,June,0.82,0.5,111,0.32
CA-099,Stanislaus County,California,2022,June,0.01,-0.08,51,0.09
CA-101,Sutter County,California,2022,June,0.3,0.09,92,0.21
CA-103,Tehama County,California,2022,June,1.07,0.36,92,0.71
CA-105,Trinity County,California,2022,June,1.12,0.22,89,0.9
CA-107,Tulare County,California,2022,June,0.16,-0.02,95,0.18
CA-109,Tuolumne County,California,2022,June,0.3,-0.39,55,0.69
CA-111,Ventura County,California,2022,June,0.02,-0.03,80,0.05
CA-113,Yolo County,California,2022,June,0.26,0.08,97,0.18
CA-115,Yuba County,California,2022,June,0.84,0.39,107,0.45
CA-001,Alameda County,California,2022,July,0,-0.01,1,0.01
CA-003,Alpine County,California,2022,July,0.08,-0.37,23,0.45
CA-005,Amador County,California,2022,July,0.01,-0.04,32,0.05
CA-007,Butte County,California,2022,July,0,-0.03,1,0.03
CA-009,Calaveras County,California,2022,July,0,-0.04,1,0.04
CA-011,Colusa County,California,2022,July,0.01,-0,100,0.01
CA-013,Contra Costa County,California,2022,July,0,-0.01,1,0.01
CA-015,Del Norte County,California,2022,July,0.5,0.13,97,0.37
CA-017,El Dorado County,California,2022,July,0.01,-0.12,15,0.13
CA-019,Fresno County,California,2022,July,0.07,-0.04,72,0.11
CA-021,Glenn County,California,2022,July,0.01,-0.02,94,0.03
CA-023,Humboldt County,California,2022,July,0.57,0.43,123,0.14
CA-025,Imperial County,California,2022,July,0.02,-0.16,24,0.18
CA-027,Inyo County,California,2022,July,0.17,-0.12,63,0.29
CA-029,Kern County,California,2022,July,0.01,-0.04,44,0.05
CA-031,Kings County,California,2022,July,0,-0.01,1,0.01
CA-033,Lake County,California,2022,July,0.04,0.02,109,0.02
CA-035,Lassen County,California,2022,July,0.01,-0.3,8,0.31
CA-037,Los Angeles County,California,2022,July,0.02,-0.01,82,0.03
CA-039,Madera County,California,2022,July,0.05,-0.04,72,0.09
CA-041,Marin County,California,2022,July,0.01,-0,96,0.01
CA-043,Mariposa County,California,2022,July,0.02,-0.07,48,0.09
CA-045,Mendocino County,California,2022,July,0.13,0.09,117,0.04
CA-047,Merced County,California,2022,July,0,-0,1,0
CA-049,Modoc County,California,2022,July,0.03,-0.36,14,0.39
CA-051,Mono County,California,2022,July,0.35,-0.12,65,0.47
CA-053,Monterey County,California,2022,July,0,-0.01,1,0.01
CA-055,Napa County,California,2022,July,0.01,0,107,0.01
CA-057,Nevada County,California,2022,July,0.01,-0.11,16,0.12
CA-059,Orange County,California,2022,July,0.01,-0.01,77,0.02
CA-061,Placer County,California,2022,July,0.01,-0.08,19,0.09
CA-063,Plumas County,California,2022,July,0.01,-0.21,14,0.22
CA-065,Riverside County,California,2022,July,0.05,-0.21,30,0.26
CA-067,Sacramento County,California,2022,July,0,-0.01,1,0.01
CA-069,San Benito County,California,2022,July,0,-0.01,1,0.01
CA-071,San Bernardino County,California,2022,July,0.44,0.08,91,0.36
CA-073,San Diego County,California,2022,July,0.01,-0.19,20,0.2
CA-075,San Francisco County,California,2022,July,0.04,0.03,115,0.01
CA-077,San Joaquin County,California,2022,July,0,-0.01,1,0.01
CA-079,San Luis Obispo County,California,2022,July,0,-0.01,1,0.01
CA-081,San Mateo County,California,2022,July,0.04,0.02,107,0.02
CA-083,Santa Barbara County,California,2022,July,0,-0.02,1,0.02
CA-085,Santa Clara County,California,2022,July,0.01,-0,100,0.01
CA-087,Santa Cruz County,California,2022,July,0.02,-0,90,0.02
CA-089,Shasta County,California,2022,July,0.06,-0.1,57,0.16
CA-091,Sierra County,California,2022,July,0.01,-0.22,14,0.23
CA-093,Siskiyou County,California,2022,July,0.48,0.12,97,0.36
CA-095,Solano County,California,2022,July,0,-0,1,0
CA-097,Sonoma County,California,2022,July,0.02,0.01,102,0.01
CA-099,Stanislaus County,California,2022,July,0.01,0,117,0.01
CA-101,Sutter County,California,2022,July,0,-0,1,0
CA-103,Tehama County,California,2022,July,0.01,-0.06,34,0.07
CA-105,Trinity County,California,2022,July,0.21,0.02,88,0.19
CA-107,Tulare County,California,2022,July,0,-0.13,1,0.13
CA-109,Tuolumne County,California,2022,July,0.03,-0.14,27,0.17
CA-111,Ventura County,California,2022,July,0,-0.02,1,0.02
CA-113,Yolo County,California,2022,July,0,-0.01,1,0.01
CA-115,Yuba County,California,2022,July,0,-0.01,1,0.01
CA-001,Alameda County,California,2022,August,0,-0.03,1,0.03
CA-003,Alpine County,California,2022,August,1.33,0.89,122,0.44
CA-005,Amador County,California,2022,August,0.16,0.09,114,0.07
CA-007,Butte County,California,2022,August,0.01,-0.09,47,0.1
CA-009,Calaveras County,California,2022,August,0.17,0.12,119,0.05
CA-011,Colusa County,California,2022,August,0.01,-0.03,90,0.04
CA-013,Contra Costa County,California,2022,August,0,-0.03,1,0.03
CA-015,Del Norte County,California,2022,August,0.04,-0.48,36,0.52
CA-017,El Dorado County,California,2022,August,0.21,0.07,103,0.14
CA-019,Fresno County,California,2022,August,0.37,0.24,118,0.13
CA-021,Glenn County,California,2022,August,0.03,-0.04,88,0.07
CA-023,Humboldt County,California,2022,August,0.03,-0.26,42,0.29
CA-025,Imperial County,California,2022,August,0.66,0.27,109,0.39
CA-027,Inyo County,California,2022,August,1.24,0.91,125,0.33
CA-029,Kern County,California,2022,August,0.08,0,97,0.08
CA-031,Kings County,California,2022,August,0.01,0,107,0.01
CA-033,Lake County,California,2022,August,0.05,-0.06,92,0.11
CA-035,Lassen County,California,2022,August,0.17,-0.13,62,0.3
CA-037,Los Angeles County,California,2022,August,0.01,-0.06,41,0.07
CA-039,Madera County,California,2022,August,0.33,0.22,118,0.11
CA-041,Marin County,California,2022,August,0.04,-0.07,90,0.11
CA-043,Mariposa County,California,2022,August,0.23,0.14,111,0.09
CA-045,Mendocino County,California,2022,August,0.05,-0.08,82,0.13
CA-047,Merced County,California,2022,August,0.02,0.01,109,0.01
CA-049,Modoc County,California,2022,August,0.33,-0.01,81,0.34
CA-051,Mono County,California,2022,August,2,1.5,129,0.5
CA-053,Monterey County,California,2022,August,0.03,0.01,109,0.02
CA-055,Napa County,California,2022,August,0.08,0.01,106,0.07
CA-057,Nevada County,California,2022,August,0.21,0.02,94,0.19
CA-059,Orange County,California,2022,August,0.02,-0.03,83,0.05
CA-061,Placer County,California,2022,August,0.24,0.09,101,0.15
CA-063,Plumas County,California,2022,August,0.1,-0.17,60,0.27
CA-065,Riverside County,California,2022,August,0.82,0.35,107,0.47
CA-067,Sacramento County,California,2022,August,0,-0.02,1,0.02
CA-069,San Benito County,California,2022,August,0.02,0,107,0.02
CA-071,San Bernardino County,California,2022,August,0.98,0.45,109,0.53
CA-073,San Diego County,California,2022,August,0.24,-0.08,73,0.32
CA-075,San Francisco County,California,2022,August,0.01,-0.06,50,0.07
CA-077,San Joaquin County,California,2022,August,0,-0.02,1,0.02
CA-079,San Luis Obispo County,California,2022,August,0,-0.02,1,0.02
CA-081,San Mateo County,California,2022,August,0.03,-0.03,91,0.06
CA-083,Santa Barbara County,California,2022,August,0,-0.03,1,0.03
CA-085,Santa Clara County,California,2022,August,0.01,-0.04,77,0.05
CA-087,Santa Cruz County,California,2022,August,0.02,-0.03,83,0.05
CA-089,Shasta County,California,2022,August,0.02,-0.23,34,0.25
CA-091,Sierra County,California,2022,August,0.26,-0.02,86,0.28
CA-093,Siskiyou County,California,2022,August,0.18,-0.19,63,0.37
CA-095,Solano County,California,2022,August,0.02,-0.01,101,0.03
CA-097,Sonoma County,California,2022,August,0.13,0.06,113,0.07
CA-099,Stanislaus County,California,2022,August,0.02,0.01,108,0.01
CA-101,Sutter County,California,2022,August,0,-0.03,1,0.03
CA-103,Tehama County,California,2022,August,0.02,-0.14,53,0.16
CA-105,Trinity County,California,2022,August,0.06,-0.24,59,0.3
CA-107,Tulare County,California,2022,August,0.37,0.2,112,0.17
CA-109,Tuolumne County,California,2022,August,0.7,0.51,121,0.19
CA-111,Ventura County,California,2022,August,0,-0.05,1,0.05
CA-113,Yolo County,California,2022,August,0,-0.02,1,0.02
CA-115,Yuba County,California,2022,August,0.03,-0.04,89,0.07
CA-001,Alameda County,California,2022,September,0.59,0.37,112,0.22
CA-003,Alpine County,California,2022,September,1.49,0.66,109,0.83
CA-005,Amador County,California,2022,September,1.12,0.57,111,0.55
CA-007,Butte County,California,2022,September,1.72,1.07,116,0.65
CA-009,Calaveras County,California,2022,September,1.36,0.89,117,0.47
CA-011,Colusa County,California,2022,September,1.18,0.91,122,0.27
CA-013,Contra Costa County,California,2022,September,0.56,0.37,112,0.19
CA-015,Del Norte County,California,2022,September,0.41,-1.37,28,1.78
CA-017,El Dorado County,California,2022,September,1.51,0.77,109,0.74
CA-019,Fresno County,California,2022,September,0.77,0.38,111,0.39
CA-021,Glenn County,California,2022,September,1.71,1.33,124,0.38
CA-023,Humboldt County,California,2022,September,0.94,-0.13,82,1.07
CA-025,Imperial County,California,2022,September,0.9,0.63,123,0.27
CA-027,Inyo County,California,2022,September,0.53,0.25,109,0.28
CA-029,Kern County,California,2022,September,0.35,0.17,107,0.18
CA-031,Kings County,California,2022,September,0.08,-0.05,94,0.13
CA-033,Lake County,California,2022,September,1.61,1.12,119,0.49
CA-035,Lassen County,California,2022,September,1.07,0.44,105,0.63
CA-037,Los Angeles County,California,2022,September,0.49,0.28,112,0.21
CA-039,Madera County,California,2022,September,0.74,0.33,108,0.41
CA-041,Marin County,California,2022,September,1.02,0.72,120,0.3
CA-043,Mariposa County,California,2022,September,1.12,0.6,114,0.52
CA-045,Mendocino County,California,2022,September,2.31,1.65,119,0.66
CA-047,Merced County,California,2022,September,0.22,0.06,109,0.16
CA-049,Modoc County,California,2022,September,0.99,0.3,99,0.69
CA-051,Mono County,California,2022,September,1.43,0.9,118,0.53
CA-053,Monterey County,California,2022,September,0.62,0.42,119,0.2
CA-055,Napa County,California,2022,September,1.06,0.77,119,0.29
CA-057,Nevada County,California,2022,September,1.63,0.83,112,0.8
CA-059,Orange County,California,2022,September,0.42,0.22,110,0.2
CA-061,Placer County,California,2022,September,1.54,0.83,114,0.71
CA-063,Plumas County,California,2022,September,1.3,0.46,101,0.84
CA-065,Riverside County,California,2022,September,0.74,0.4,117,0.34
CA-067,Sacramento County,California,2022,September,0.46,0.24,110,0.22
CA-069,San Benito County,California,2022,September,0.24,0.04,105,0.2
CA-071,San Bernardino County,California,2022,September,0.36,0.02,86,0.34
CA-073,San Diego County,California,2022,September,1.02,0.74,123,0.28
CA-075,San Francisco County,California,2022,September,0.4,0.15,103,0.25
CA-077,San Joaquin County,California,2022,September,0.32,0.13,109,0.19
CA-079,San Luis Obispo County,California,2022,September,0.7,0.52,120,0.18
CA-081,San Mateo County,California,2022,September,0.46,0.2,105,0.26
CA-083,Santa Barbara County,California,2022,September,0.39,0.23,110,0.16
CA-085,Santa Clara County,California,2022,September,0.85,0.61,119,0.24
CA-087,Santa Cruz County,California,2022,September,1.13,0.85,121,0.28
CA-089,Shasta County,California,2022,September,1.15,0.28,96,0.87
CA-091,Sierra County,California,2022,September,1.58,0.71,109,0.87
CA-093,Siskiyou County,California,2022,September,0.79,-0.15,79,0.94
CA-095,Solano County,California,2022,September,0.71,0.51,121,0.2
CA-097,Sonoma County,California,2022,September,1.51,1.12,120,0.39
CA-099,Stanislaus County,California,2022,September,0.26,0.09,112,0.17
CA-101,Sutter County,California,2022,September,1.27,1,124,0.27
CA-103,Tehama County,California,2022,September,1.37,0.74,114,0.63
CA-105,Trinity County,California,2022,September,2.18,1.2,111,0.98
CA-107,Tulare County,California,2022,September,0.16,-0.21,75,0.37
CA-109,Tuolumne County,California,2022,September,1.77,1.03,115,0.74
CA-111,Ventura County,California,2022,September,0.38,0.16,104,0.22
CA-113,Yolo County,California,2022,September,0.98,0.76,123,0.22
CA-115,Yuba County,California,2022,September,1.28,0.77,115,0.51
CA-001,Alameda County,California,2022,October,0,-0.92,1,0.92
CA-003,Alpine County,California,2022,October,0.2,-1.64,16,1.84
CA-005,Amador County,California,2022,October,0.06,-1.74,16,1.8
CA-007,Butte County,California,2022,October,0,-2.39,1,2.39
CA-009,Calaveras County,California,2022,October,0.04,-1.72,16,1.76
CA-011,Colusa County,California,2022,October,0,-1.11,1,1.11
CA-013,Contra Costa County,California,2022,October,0,-0.88,1,0.88
CA-015,Del Norte County,California,2022,October,0.43,-5.1,8,5.53
CA-017,El Dorado County,California,2022,October,0.08,-2.26,13,2.34
CA-019,Fresno County,California,2022,October,0,-0.87,1,0.87
CA-021,Glenn County,California,2022,October,0,-1.34,1,1.34
CA-023,Humboldt County,California,2022,October,0.24,-3.77,6,4.01
CA-025,Imperial County,California,2022,October,0.35,0.11,103,0.24
CA-027,Inyo County,California,2022,October,0,-0.32,1,0.32
CA-029,Kern County,California,2022,October,0.01,-0.36,13,0.37
CA-031,Kings County,California,2022,October,0,-0.36,1,0.36
CA-033,Lake County,California,2022,October,0.03,-2.25,8,2.28
CA-035,Lassen County,California,2022,October,0.15,-1.14,12,1.29
CA-037,Los Angeles County,California,2022,October,0.18,-0.33,45,0.51
CA-039,Madera County,California,2022,October,0.03,-1.05,12,1.08
CA-041,Marin County,California,2022,October,0.01,-1.73,5,1.74
CA-043,Mariposa County,California,2022,October,0.08,-1.48,20,1.56
CA-045,Mendocino County,California,2022,October,0.17,-2.71,12,2.88
CA-047,Merced County,California,2022,October,0,-0.52,1,0.52
CA-049,Modoc County,California,2022,October,0.32,-0.93,16,1.25
CA-051,Mono County,California,2022,October,0.1,-0.7,17,0.8
CA-053,Monterey County,California,2022,October,0.01,-0.73,13,0.74
CA-055,Napa County,California,2022,October,0,-1.5,1,1.5
CA-057,Nevada County,California,2022,October,0.09,-2.66,11,2.75
CA-059,Orange County,California,2022,October,0.29,-0.19,70,0.48
CA-061,Placer County,California,2022,October,0.09,-2.4,10,2.49
CA-063,Plumas County,California,2022,October,0.01,-2.35,1,2.36
CA-065,Riverside County,California,2022,October,0.78,0.37,105,0.41
CA-067,Sacramento County,California,2022,October,0,-0.91,1,0.91
CA-069,San Benito County,California,2022,October,0,-0.66,1,0.66
CA-071,San Bernardino County,California,2022,October,0.34,-0.03,78,0.37
CA-073,San Diego County,California,2022,October,0.61,0.01,84,0.6
CA-075,San Francisco County,California,2022,October,0,-1.2,1,1.2
CA-077,San Joaquin County,California,2022,October,0,-0.69,1,0.69
CA-079,San Luis Obispo County,California,2022,October,0,-0.66,1,0.66
CA-081,San Mateo County,California,2022,October,0.03,-1.31,10,1.34
CA-083,Santa Barbara County,California,2022,October,0.03,-0.63,24,0.66
CA-085,Santa Clara County,California,2022,October,0.01,-1.02,8,1.03
CA-087,Santa Cruz County,California,2022,October,0.03,-1.4,14,1.43
CA-089,Shasta County,California,2022,October,0.03,-2.47,6,2.5
CA-091,Sierra County,California,2022,October,0.13,-2.47,10,2.6
CA-093,Siskiyou County,California,2022,October,0.24,-2.37,11,2.61
CA-095,Solano County,California,2022,October,0,-0.93,1,0.93
CA-097,Sonoma County,California,2022,October,0.05,-2.09,10,2.14
CA-099,Stanislaus County,California,2022,October,0,-0.63,1,0.63
CA-101,Sutter County,California,2022,October,0,-1.02,1,1.02
CA-103,Tehama County,California,2022,October,0,-2.13,1,2.13
CA-105,Trinity County,California,2022,October,0.07,-3.42,6,3.49
CA-107,Tulare County,California,2022,October,0,-0.88,1,0.88
CA-109,Tuolumne County,California,2022,October,0.15,-1.91,18,2.06
CA-111,Ventura County,California,2022,October,0.06,-0.55,28,0.61
CA-113,Yolo County,California,2022,October,0,-0.94,1,0.94
CA-115,Yuba County,California,2022,October,0.01,-1.97,7,1.98
CA-001,Alameda County,California,2022,November,2.03,-0.08,73,2.11
CA-003,Alpine County,California,2022,November,4.03,0.23,84,3.8
CA-005,Amador County,California,2022,November,3.65,-0.34,75,3.99
CA-007,Butte County,California,2022,November,3.66,-1.69,57,5.35
CA-009,Calaveras County,California,2022,November,3.21,-0.61,67,3.82
CA-011,Colusa County,California,2022,November,1.83,-0.71,62,2.54
CA-013,Contra Costa County,California,2022,November,1.56,-0.5,62,2.06
CA-015,Del Norte County,California,2022,November,6.06,-5.83,27,11.89
CA-017,El Dorado County,California,2022,November,4.65,-0.38,80,5.03
CA-019,Fresno County,California,2022,November,1.66,-0.2,66,1.86
CA-021,Glenn County,California,2022,November,2.12,-0.94,62,3.06
CA-023,Humboldt County,California,2022,November,6.89,-2.23,60,9.12
CA-025,Imperial County,California,2022,November,0.05,-0.16,60,0.21
CA-027,Inyo County,California,2022,November,0.44,-0.04,84,0.48
CA-029,Kern County,California,2022,November,1,0.22,92,0.78
CA-031,Kings County,California,2022,November,0.52,-0.14,70,0.66
CA-033,Lake County,California,2022,November,2.71,-2.43,49,5.14
CA-035,Lassen County,California,2022,November,1.3,-0.95,44,2.25
CA-037,Los Angeles County,California,2022,November,1.95,0.66,99,1.29
CA-039,Madera County,California,2022,November,1.95,-0.39,67,2.34
CA-041,Marin County,California,2022,November,1.87,-2.52,39,4.39
CA-043,Mariposa County,California,2022,November,3.03,-0.4,67,3.43
CA-045,Mendocino County,California,2022,November,4.48,-2.2,57,6.68
CA-047,Merced County,California,2022,November,1.15,-0.03,76,1.18
CA-049,Modoc County,California,2022,November,2,-0.1,76,2.1
CA-051,Mono County,California,2022,November,1.57,0.09,86,1.48
CA-053,Monterey County,California,2022,November,2.08,0.12,82,1.96
CA-055,Napa County,California,2022,November,1.5,-2.04,40,3.54
CA-057,Nevada County,California,2022,November,4.68,-1.27,63,5.95
CA-059,Orange County,California,2022,November,1.79,0.6,103,1.19
CA-061,Placer County,California,2022,November,4.2,-1.15,66,5.35
CA-063,Plumas County,California,2022,November,3.41,-1.45,60,4.86
CA-065,Riverside County,California,2022,November,0.66,0.02,82,0.64
CA-067,Sacramento County,California,2022,November,1.45,-0.66,58,2.11
CA-069,San Benito County,California,2022,November,2.04,0.37,87,1.67
CA-071,San Bernardino County,California,2022,November,0.62,0.12,92,0.5
CA-073,San Diego County,California,2022,November,1.89,0.7,108,1.19
CA-075,San Francisco County,California,2022,November,1.78,-1.11,51,2.89
CA-077,San Joaquin County,California,2022,November,1.27,-0.25,69,1.52
CA-079,San Luis Obispo County,California,2022,November,1.22,-0.31,68,1.53
CA-081,San Mateo County,California,2022,November,2.43,-0.73,63,3.16
CA-083,Santa Barbara County,California,2022,November,1.61,-0.04,80,1.65
CA-085,Santa Clara County,California,2022,November,2.58,0.12,81,2.47
CA-087,Santa Cruz County,California,2022,November,3.51,-0.06,75,3.57
CA-089,Shasta County,California,2022,November,3.26,-2.1,48,5.36
CA-091,Sierra County,California,2022,November,4,-1.36,64,5.36
CA-093,Siskiyou County,California,2022,November,3.39,-2.01,48,5.4
CA-095,Solano County,California,2022,November,1.39,-0.83,53,2.22
CA-097,Sonoma County,California,2022,November,2.56,-2.65,44,5.21
CA-099,Stanislaus County,California,2022,November,1.36,-0.1,76,1.46
CA-101,Sutter County,California,2022,November,1.45,-0.79,54,2.24
CA-103,Tehama County,California,2022,November,3.53,-1.01,68,4.54
CA-105,Trinity County,California,2022,November,5.23,-2.62,53,7.85
CA-107,Tulare County,California,2022,November,1.65,-0.28,72,1.93
CA-109,Tuolumne County,California,2022,November,3.8,-0.53,71,4.33
CA-111,Ventura County,California,2022,November,1.66,-0.03,83,1.69
CA-113,Yolo County,California,2022,November,1.31,-0.93,52,2.24
CA-115,Yuba County,California,2022,November,2.88,-1.69,51,4.57
CA-001,Alameda County,California,2022,December,9.51,6.29,128,3.22
CA-003,Alpine County,California,2022,December,16.62,10.92,128,5.7
CA-005,Amador County,California,2022,December,17.26,11.76,128,5.5
CA-007,Butte County,California,2022,December,11.43,3.85,100,7.58
CA-009,Calaveras County,California,2022,December,15.95,10.64,128,5.31
CA-011,Colusa County,California,2022,December,6.25,2.09,96,4.16
CA-013,Contra Costa County,California,2022,December,9.15,5.94,127,3.21
CA-015,Del Norte County,California,2022,December,16.08,2.68,87,13.4
CA-017,El Dorado County,California,2022,December,19.61,12.5,126,7.11
CA-019,Fresno County,California,2022,December,6.6,3.62,116,2.98
CA-021,Glenn County,California,2022,December,5.62,0.91,84,4.71
CA-023,Humboldt County,California,2022,December,14.81,3.65,94,11.17
CA-025,Imperial County,California,2022,December,0.12,-0.43,49,0.55
CA-027,Inyo County,California,2022,December,1.04,0.26,98,0.78
CA-029,Kern County,California,2022,December,1.94,0.61,100,1.33
CA-031,Kings County,California,2022,December,2.45,1.36,118,1.09
CA-033,Lake County,California,2022,December,12.94,4.79,102,8.15
CA-035,Lassen County,California,2022,December,4.53,1.53,102,3
CA-037,Los Angeles County,California,2022,December,2.93,0.5,89,2.43
CA-039,Madera County,California,2022,December,7.43,3.92,118,3.51
CA-041,Marin County,California,2022,December,12.83,6.45,115,6.38
CA-043,Mariposa County,California,2022,December,12.16,6.97,122,5.19
CA-045,Mendocino County,California,2022,December,14.35,4.96,101,9.4
CA-047,Merced County,California,2022,December,4.64,2.86,127,1.78
CA-049,Modoc County,California,2022,December,4.45,2.12,117,2.33
CA-051,Mono County,California,2022,December,6.12,3.92,125,2.2
CA-053,Monterey County,California,2022,December,8.31,4.88,121,3.43
CA-055,Napa County,California,2022,December,10.33,4.69,108,5.64
CA-057,Nevada County,California,2022,December,19.89,11.85,126,8.04
CA-059,Orange County,California,2022,December,2.46,0.37,88,2.09
CA-061,Placer County,California,2022,December,19.22,11.9,126,7.32
CA-063,Plumas County,California,2022,December,12.44,5.81,111,6.63
CA-065,Riverside County,California,2022,December,0.61,-0.62,57,1.23
CA-067,Sacramento County,California,2022,December,8.46,5.51,128,2.95
CA-069,San Benito County,California,2022,December,5.9,3.09,115,2.81
CA-071,San Bernardino County,California,2022,December,0.51,-0.37,60,0.88
CA-073,San Diego County,California,2022,December,1.67,-0.51,68,2.18
CA-075,San Francisco County,California,2022,December,12.77,8.48,127,4.29
CA-077,San Joaquin County,California,2022,December,7.51,5.23,129,2.28
CA-079,San Luis Obispo County,California,2022,December,6.82,3.98,119,2.84
CA-081,San Mateo County,California,2022,December,13.72,8.61,127,5.11
CA-083,Santa Barbara County,California,2022,December,5.92,3.03,114,2.89
CA-085,Santa Clara County,California,2022,December,12.07,7.96,129,4.11
CA-087,Santa Cruz County,California,2022,December,17.48,11.48,129,6
CA-089,Shasta County,California,2022,December,10.56,3.89,100,6.67
CA-091,Sierra County,California,2022,December,16.4,9.19,125,7.21
CA-093,Siskiyou County,California,2022,December,8.9,2.55,97,6.35
CA-095,Solano County,California,2022,December,8.02,4.52,121,3.5
CA-097,Sonoma County,California,2022,December,12.46,4.9,103,7.56
CA-099,Stanislaus County,California,2022,December,6.81,4.59,129,2.22
CA-101,Sutter County,California,2022,December,6.01,2.82,116,3.19
CA-103,Tehama County,California,2022,December,9.13,2.95,101,6.18
CA-105,Trinity County,California,2022,December,14.43,4.38,94,10.05
CA-107,Tulare County,California,2022,December,6.92,3.58,116,3.34
CA-109,Tuolumne County,California,2022,December,16.81,10.44,126,6.37
CA-111,Ventura County,California,2022,December,5.32,2.14,97,3.18
CA-113,Yolo County,California,2022,December,6.8,3.19,112,3.62
CA-115,Yuba County,California,2022,December,12.36,6.18,116,6.18
CA-001,Alameda County,California,2023,January,9.31,5.34,126,3.97
CA-003,Alpine County,California,2023,January,14.68,8.08,122,6.6
CA-005,Amador County,California,2023,January,14.07,7.37,121,6.7
CA-007,Butte County,California,2023,January,14.18,5.45,109,8.73
